,dayl,prcp,srad,swe,tmax,tmin,vp,TM
1862,37567.55,19.8,197.33,0.0,5.73,-2.17,522.56,1985-02-05
1863,37670.43,7.39,154.69,0.0,4.21,-1.45,552.35,1985-02-06
1864,37670.43,0.0,298.5,0.0,2.31,-6.49,363.33,1985-02-07
1865,37862.06,0.0,378.24,0.0,0.66,-11.85,249.13,1985-02-08
1866,38016.01,0.0,400.0,0.0,3.74,-10.49,280.0,1985-02-09
1867,38016.01,0.0,426.56,0.0,11.15,-6.44,373.11,1985-02-10
1868,38151.09,15.57,311.53,0.0,14.82,-0.17,602.1,1985-02-11
1869,38361.61,18.23,257.37,0.0,4.69,-6.04,389.14,1985-02-12
1870,38361.61,0.0,283.18,0.0,-0.12,-8.24,326.13,1985-02-13
1871,38553.24,0.0,365.91,0.0,3.81,-7.6,344.92,1985-02-14
1872,38707.21,0.0,405.32,0.0,4.87,-8.54,318.88,1985-02-15
1873,38707.21,0.0,419.16,0.0,3.54,-10.83,270.87,1985-02-16
1874,38949.91,0.0,439.24,0.0,9.42,-6.99,360.83,1985-02-17
1875,39052.79,0.0,396.97,0.0,13.08,-0.5,598.2,1985-02-18
1876,39052.79,9.31,254.74,0.0,13.12,3.01,760.82,1985-02-19
1877,39398.4,1.66,273.28,0.0,10.67,2.43,730.75,1985-02-20
1878,39398.4,0.0,434.97,0.0,16.37,0.98,647.59,1985-02-21
1879,39398.4,0.0,379.67,0.0,18.94,6.87,989.73,1985-02-22
1880,39744.02,0.0,364.8,0.0,21.1,9.55,1203.7,1985-02-23
1881,39744.02,3.86,212.46,0.0,20.51,12.34,1427.1,1985-02-24
1882,39752.86,5.29,187.41,0.0,16.21,9.68,1214.12,1985-02-25
1883,40089.6,8.92,132.03,0.0,13.16,8.73,1138.12,1985-02-26
1884,40089.6,0.0,329.93,0.0,15.1,5.83,923.99,1985-02-27
1885,40332.31,0.0,442.42,0.0,12.26,-3.55,468.72,1985-02-28
1886,40435.2,0.0,423.37,0.0,14.17,-0.15,606.35,1985-03-01
1887,40435.2,1.56,286.37,0.0,13.42,4.95,876.25,1985-03-02
1888,40780.8,0.0,439.12,0.0,16.78,1.0,640.12,1985-03-03
1889,40780.8,0.0,419.83,0.0,20.65,5.79,923.47,1985-03-04
1890,40780.8,8.69,336.96,0.0,21.47,3.27,774.78,1985-03-05
1891,41126.39,0.0,435.9,0.0,12.83,-2.42,512.81,1985-03-06
1892,41126.39,0.0,444.27,0.0,15.72,-0.6,585.81,1985-03-07
1893,41472.0,0.0,391.12,0.0,19.55,6.26,955.56,1985-03-08
1894,41472.0,3.83,295.9,0.0,21.24,9.35,1187.69,1985-03-09
1895,41472.0,0.0,426.88,0.0,17.25,2.23,719.6,1985-03-10
1896,41817.6,0.0,383.45,0.0,19.55,6.91,992.56,1985-03-11
1897,41817.6,2.74,377.77,0.0,24.12,6.66,978.89,1985-03-12
1898,41952.67,0.0,448.08,0.0,16.94,1.02,641.27,1985-03-13
1899,42163.19,0.23,452.75,0.0,20.68,3.8,803.28,1985-03-14
1900,42163.19,0.0,406.58,0.0,12.27,-0.76,578.81,1985-03-15
1901,42508.8,0.0,434.47,0.0,15.98,1.19,655.99,1985-03-16
1902,42508.8,0.0,398.42,0.0,15.64,2.96,756.87,1985-03-17
1903,42508.8,0.0,452.42,0.0,12.94,-2.37,515.67,1985-03-18
1904,42854.41,0.0,472.76,0.0,13.98,-2.84,493.08,1985-03-19
1905,42854.41,0.0,489.34,0.0,18.98,0.09,606.88,1985-03-20
1906,43200.02,8.99,297.58,0.0,18.77,6.83,986.31,1985-03-21
1907,43200.02,23.28,127.84,0.0,11.19,6.6,968.07,1985-03-22
1908,43200.02,2.25,183.97,0.0,12.48,6.88,990.49,1985-03-23
1909,43545.61,8.43,269.71,0.0,16.42,6.06,928.02,1985-03-24
1910,43545.61,0.0,463.41,0.0,15.55,0.42,631.83,1985-03-25
1911,43891.19,0.0,488.82,0.0,17.59,0.26,620.75,1985-03-26
1912,43891.19,0.19,413.27,0.0,19.44,6.21,945.28,1985-03-27
1913,43891.19,2.0,247.83,0.0,20.02,12.49,1451.43,1985-03-28
1914,44236.79,0.0,248.54,0.0,23.96,16.5,1867.54,1985-03-29
1915,44236.79,0.0,293.64,0.0,25.06,16.16,1825.95,1985-03-30
1916,44447.3,17.65,298.64,0.0,25.49,12.78,1462.54,1985-03-31
1917,44582.38,5.51,416.57,0.0,15.57,1.21,661.57,1985-04-01
1918,44582.38,0.0,498.97,0.0,14.22,-2.49,511.71,1985-04-02
1919,44928.01,0.0,499.77,0.0,17.44,0.34,623.59,1985-04-03
1920,44928.01,0.0,500.14,0.0,24.94,6.64,971.53,1985-04-04
1921,44928.01,0.0,448.98,0.0,24.43,9.65,1212.01,1985-04-05
1922,45273.61,24.32,369.12,0.0,18.98,2.49,731.01,1985-04-06
1923,45273.61,0.0,400.28,0.0,17.01,5.39,911.4,1985-04-07
1924,45619.19,0.0,515.72,0.0,15.78,-1.76,539.2,1985-04-08
1925,45619.19,0.0,515.88,0.0,12.99,-4.13,453.69,1985-04-09
1926,45619.19,0.0,533.16,0.0,16.48,-2.59,507.13,1985-04-10
1927,45964.8,0.0,524.09,0.0,21.25,2.32,722.56,1985-04-11
1928,45964.8,0.0,445.42,0.0,23.0,8.83,1146.52,1985-04-12
1929,46067.7,3.55,345.1,0.0,23.25,10.29,1263.47,1985-04-13
1930,46310.4,0.0,395.13,0.0,22.23,10.53,1282.51,1985-04-14
1931,46310.4,26.47,222.08,0.0,19.0,10.97,1317.58,1985-04-15
1932,46647.17,3.44,342.33,0.0,19.77,7.69,1055.27,1985-04-16
1933,46656.02,0.0,510.58,0.0,24.44,6.9,1000.24,1985-04-17
1934,46656.02,0.0,511.48,0.0,28.32,9.98,1238.05,1985-04-18
1935,47001.58,0.0,501.6,0.0,27.64,10.29,1263.03,1985-04-19
1936,47001.58,0.0,479.98,0.0,27.39,11.34,1346.83,1985-04-20
1937,47001.58,0.0,516.09,0.0,28.75,9.69,1215.32,1985-04-21
1938,47347.21,0.0,474.43,0.0,28.58,12.05,1404.16,1985-04-22
1939,47347.21,0.0,371.96,0.0,27.02,15.37,1749.54,1985-04-23
1940,47450.07,12.65,249.65,0.0,24.06,14.21,1619.27,1985-04-24
1941,47692.78,0.0,475.42,0.0,24.47,8.97,1157.83,1985-04-25
1942,47692.78,0.0,515.54,0.0,27.66,9.01,1160.88,1985-04-26
1943,47846.77,2.81,342.66,0.0,27.13,14.48,1644.83,1985-04-27
1944,48038.41,6.4,217.35,0.0,24.85,16.29,1846.22,1985-04-28
1945,48038.41,0.0,420.83,0.0,26.03,12.57,1458.29,1985-04-29
1946,48248.91,0.0,427.86,0.0,27.08,13.14,1509.53,1985-04-30
1947,48384.0,14.76,283.58,0.0,24.9,14.64,1662.92,1985-05-01
1948,48384.0,20.26,145.17,0.0,20.07,14.76,1684.86,1985-05-02
1949,48537.94,3.38,278.78,0.0,22.34,12.28,1427.14,1985-05-03
1950,48729.57,0.0,448.43,0.0,22.14,8.79,1142.84,1985-05-04
1951,48729.57,0.0,466.25,0.0,23.85,9.52,1201.22,1985-05-05
1952,48832.47,0.0,457.41,0.0,25.85,11.69,1375.12,1985-05-06
1953,49075.19,4.25,411.67,0.0,26.74,13.75,1579.91,1985-05-07
1954,49075.19,27.6,249.43,0.0,22.72,13.64,1566.03,1985-05-08
1955,49075.19,9.33,133.11,0.0,17.1,12.77,1461.2,1985-05-09
1956,49411.95,5.79,183.06,0.0,18.86,12.93,1488.37,1985-05-10
1957,49420.79,8.23,290.47,0.0,24.16,13.98,1598.28,1985-05-11
1958,49420.79,0.0,388.6,0.0,26.55,16.09,1820.08,1985-05-12
1959,49574.77,3.63,412.84,0.0,28.29,15.16,1731.06,1985-05-13
1960,49766.41,0.0,416.82,0.0,29.35,17.56,2010.15,1985-05-14
1961,49766.41,1.74,388.38,0.0,29.21,16.78,1902.39,1985-05-15
1962,49766.41,0.0,519.34,0.0,25.95,9.94,1234.92,1985-05-16
1963,50030.45,0.0,456.17,0.0,24.94,12.32,1425.83,1985-05-17
1964,50111.98,0.0,386.12,0.0,19.15,9.76,1220.87,1985-05-18
1965,50111.98,0.0,539.49,0.0,22.66,6.57,965.93,1985-05-19
1966,50111.98,0.0,527.04,0.0,25.74,9.83,1226.77,1985-05-20
1967,50376.04,4.67,367.72,0.0,27.32,14.52,1643.91,1985-05-21
1968,50457.58,2.41,367.0,0.0,28.1,17.35,1975.58,1985-05-22
1969,50457.58,0.78,469.31,0.0,24.4,11.99,1399.73,1985-05-23
1970,50457.58,0.0,398.98,0.0,18.44,8.99,1159.08,1985-05-24
1971,50560.48,0.0,537.02,0.0,24.4,8.63,1130.11,1985-05-25
1972,50794.36,0.0,546.62,0.0,26.32,9.56,1204.4,1985-05-26
1973,50803.21,0.0,530.58,0.0,28.11,11.85,1386.45,1985-05-27
1974,50803.21,8.87,345.51,0.0,28.44,15.52,1761.32,1985-05-28
1975,50803.21,1.54,353.84,0.0,27.46,17.48,1997.28,1985-05-29
1976,50906.09,0.0,432.03,0.0,28.1,16.54,1882.74,1985-05-30
1977,51067.27,0.0,372.32,0.0,28.99,19.28,2242.41,1985-05-31
1978,51148.79,0.0,359.7,0.0,29.04,19.59,2287.09,1985-06-01
1979,51148.79,0.0,428.35,0.0,32.34,19.99,2327.68,1985-06-02
1980,51148.79,0.0,479.13,0.0,33.16,18.32,2103.06,1985-06-03
1981,51148.79,0.0,462.46,0.0,32.99,19.02,2203.13,1985-06-04
1982,51164.83,0.0,465.21,0.0,33.71,19.42,2263.49,1985-06-05
1983,51302.77,0.0,461.33,0.0,34.25,19.98,2317.82,1985-06-06
1984,51412.85,0.24,443.67,0.0,33.35,19.84,2307.07,1985-06-07
1985,51485.55,15.12,335.02,0.0,30.53,17.42,1987.42,1985-06-08
1986,51494.39,0.0,426.11,0.0,30.07,17.75,2040.07,1985-06-09
1987,51494.39,1.88,399.37,0.0,31.53,19.3,2247.45,1985-06-10
1988,51494.39,4.57,288.87,0.0,28.29,19.28,2244.45,1985-06-11
1989,51494.39,12.23,299.83,0.0,26.46,15.68,1780.72,1985-06-12
1990,51494.39,0.0,511.04,0.0,22.72,7.94,1075.01,1985-06-13
1991,51494.39,0.0,505.79,0.0,23.39,8.68,1134.8,1985-06-14
1992,51494.39,0.0,499.31,0.0,26.11,11.3,1344.02,1985-06-15
1993,51510.42,5.89,377.44,0.0,27.46,16.07,1816.28,1985-06-16
1994,51545.67,0.0,425.95,0.0,29.76,17.39,1982.24,1985-06-17
1995,51545.67,23.56,293.81,0.0,28.84,17.98,2075.99,1985-06-18
1996,51597.29,6.37,228.34,0.0,23.62,16.07,1816.71,1985-06-19
1997,51597.29,0.0,481.75,0.0,24.34,10.96,1316.73,1985-06-20
1998,51597.29,0.0,481.56,0.0,26.8,12.94,1475.6,1985-06-21
1999,51597.29,0.0,454.98,0.0,28.02,15.08,1720.85,1985-06-22
2000,51597.29,5.91,301.01,0.0,28.7,17.55,2008.77,1985-06-23
2001,51597.29,7.09,339.05,0.0,30.74,18.58,2132.38,1985-06-24
2002,51545.67,0.0,467.63,0.0,32.21,17.95,2062.62,1985-06-25
2003,51510.42,0.0,457.06,0.0,32.11,18.41,2112.58,1985-06-26
2004,51510.42,0.0,430.09,0.0,31.64,19.18,2228.73,1985-06-27
2005,51494.39,0.89,391.36,0.0,30.11,18.78,2164.47,1985-06-28
2006,51494.39,0.0,363.99,0.0,26.82,17.39,1983.26,1985-06-29
2007,51494.39,0.0,432.41,0.0,27.46,15.64,1774.08,1985-06-30
2008,51494.39,9.95,336.02,0.0,26.47,14.09,1611.28,1985-07-01
2009,51494.39,0.8,456.7,0.0,26.8,13.64,1569.57,1985-07-02
2010,51494.39,0.0,465.76,0.0,28.4,14.98,1713.96,1985-07-03
2011,51494.39,6.92,340.66,0.0,29.1,16.03,1820.2,1985-07-04
2012,51459.16,23.09,304.48,0.0,27.15,16.31,1846.65,1985-07-05
2013,51359.3,8.45,289.21,0.0,26.77,16.74,1897.81,1985-07-06
2014,51251.7,0.0,397.72,0.0,27.27,16.8,1903.64,1985-07-07
2015,51148.79,0.0,452.07,0.0,29.87,17.04,1925.63,1985-07-08
2016,51148.79,0.0,451.14,0.0,31.1,18.01,2080.94,1985-07-09
2017,51148.79,0.0,424.68,0.0,32.27,20.0,2320.39,1985-07-10
2018,51148.79,13.94,354.53,0.0,32.2,17.69,2029.75,1985-07-11
2019,51139.95,0.0,442.2,0.0,32.17,19.01,2201.86,1985-07-12
2020,50957.17,0.0,433.06,0.0,32.88,20.01,2325.41,1985-07-13
2021,50819.23,0.0,429.48,0.0,32.66,20.01,2322.12,1985-07-14
2022,50803.21,12.47,315.35,0.0,32.63,20.35,2375.87,1985-07-15
2023,50803.21,10.71,309.19,0.0,30.73,19.38,2251.55,1985-07-16
2024,50803.21,0.0,447.52,0.0,30.2,17.38,1981.28,1985-07-17
2025,50721.66,0.0,429.23,0.0,31.41,19.02,2203.09,1985-07-18
2026,50473.61,0.0,427.17,0.0,32.08,19.5,2280.0,1985-07-19
2027,50457.58,0.0,445.92,0.0,32.58,19.07,2210.88,1985-07-20
2028,50457.58,0.0,442.05,0.0,33.03,19.6,2288.07,1985-07-21
2029,50448.74,0.0,426.94,0.0,32.7,20.0,2324.32,1985-07-22
2030,50214.88,9.17,332.48,0.0,31.55,19.35,2253.7,1985-07-23
2031,50111.98,21.72,261.51,0.0,28.9,19.57,2277.6,1985-07-24
2032,50111.98,12.44,244.65,0.0,26.06,19.4,2261.69,1985-07-25
2033,50111.98,15.19,208.73,0.0,27.56,20.53,2404.33,1985-07-26
2034,49869.29,29.99,208.73,0.0,26.59,19.8,2304.67,1985-07-27
2035,49766.41,22.65,176.52,0.0,25.87,20.26,2361.83,1985-07-28
2036,49766.41,12.77,212.65,0.0,27.79,20.83,2453.23,1985-07-29
2037,49757.57,5.52,291.76,0.0,29.56,20.86,2457.8,1985-07-30
2038,49436.83,0.0,390.47,0.0,30.91,20.6,2416.03,1985-07-31
2039,49420.79,0.0,386.66,0.0,31.04,20.86,2457.9,1985-08-01
2040,49420.79,0.0,403.53,0.0,30.27,19.77,2303.08,1985-08-02
2041,49229.17,0.0,390.62,0.0,28.63,18.88,2181.76,1985-08-03
2042,49075.19,0.0,422.8,0.0,27.78,17.08,1933.08,1985-08-04
2043,49075.19,0.0,466.97,0.0,27.42,15.01,1720.52,1985-08-05
2044,49039.95,3.12,308.71,0.0,26.75,18.39,2110.8,1985-08-06
2045,48729.57,14.43,201.0,0.0,26.14,19.94,2316.28,1985-08-07
2046,48729.57,20.44,269.45,0.0,27.5,18.92,2187.96,1985-08-08
2047,48729.57,0.0,437.02,0.0,30.05,18.6,2136.61,1985-08-09
2048,48384.0,0.0,440.9,0.0,31.13,19.34,2254.74,1985-08-10
2049,48384.0,0.0,457.24,0.0,31.61,19.0,2200.67,1985-08-11
2050,48384.0,0.0,460.33,0.0,32.42,19.4,2264.2,1985-08-12
2051,48038.41,0.0,442.17,0.0,32.09,19.97,2317.47,1985-08-13
2052,48038.41,0.0,442.97,0.0,31.59,19.55,2282.97,1985-08-14
2053,48038.41,4.75,347.34,0.0,30.47,20.61,2418.07,1985-08-15
2054,47692.78,20.87,314.12,0.0,29.24,19.84,2307.4,1985-08-16
2055,47692.78,68.06,254.18,0.0,27.56,19.77,2303.86,1985-08-17
2056,47692.78,1.52,355.76,0.0,27.58,18.86,2177.98,1985-08-18
2057,47347.21,0.0,454.91,0.0,30.35,18.27,2101.85,1985-08-19
2058,47347.21,0.0,441.69,0.0,31.04,19.37,2259.77,1985-08-20
2059,47338.36,0.0,431.47,0.0,29.83,18.86,2178.17,1985-08-21
2060,47001.58,0.0,484.26,0.0,27.74,14.82,1686.25,1985-08-22
2061,47001.58,0.01,444.91,0.0,28.3,16.92,1915.52,1985-08-23
2062,46809.98,13.57,276.6,0.0,26.75,18.03,2080.16,1985-08-24
2063,46656.02,19.38,271.47,0.0,26.15,17.7,2032.13,1985-08-25
2064,46656.02,8.58,313.69,0.0,26.18,17.36,1978.07,1985-08-26
2065,46310.4,0.0,346.94,0.0,26.12,17.95,2072.2,1985-08-27
2066,46310.4,0.0,381.17,0.0,27.23,17.82,2051.26,1985-08-28
2067,46310.4,0.0,434.38,0.0,29.98,18.05,2084.26,1985-08-29
2068,45964.8,0.0,420.86,0.0,29.88,18.42,2113.57,1985-08-30
2069,45964.8,3.43,410.98,0.0,30.32,16.58,1881.81,1985-08-31
2070,45883.26,0.0,452.95,0.0,30.39,17.07,1931.23,1985-09-01
2071,45619.19,0.0,403.92,0.0,29.61,18.54,2133.37,1985-09-02
2072,45619.19,0.0,378.78,0.0,29.62,19.42,2267.44,1985-09-03
2073,45273.61,0.0,390.77,0.0,29.58,18.94,2189.94,1985-09-04
2074,45273.61,0.0,418.83,0.0,30.26,18.24,2099.4,1985-09-05
2075,45273.61,0.41,325.13,0.0,29.3,20.4,2384.24,1985-09-06
2076,44928.01,0.0,405.73,0.0,30.22,18.49,2130.82,1985-09-07
2077,44928.01,1.04,395.33,0.0,30.9,19.17,2226.52,1985-09-08
2078,44633.66,0.0,408.46,0.0,31.17,18.95,2191.74,1985-09-09
2079,44582.38,0.0,402.11,0.0,30.4,18.57,2131.13,1985-09-10
2080,44582.38,0.0,400.82,0.0,30.13,18.37,2112.11,1985-09-11
2081,44236.79,0.0,433.61,0.0,28.68,15.56,1768.33,1985-09-12
2082,44236.79,0.0,437.65,0.0,26.65,13.63,1561.31,1985-09-13
2083,44236.79,0.0,460.29,0.0,23.53,9.65,1211.75,1985-09-14
2084,43891.19,0.0,454.78,0.0,21.33,7.85,1067.75,1985-09-15
2085,43891.19,0.0,461.71,0.0,24.3,9.6,1208.11,1985-09-16
2086,43545.61,0.0,471.28,0.0,26.15,9.92,1233.88,1985-09-17
2087,43545.61,0.0,465.05,0.0,26.44,10.35,1267.9,1985-09-18
2088,43545.61,0.0,473.74,0.0,27.3,9.88,1230.29,1985-09-19
2089,43200.02,0.0,465.12,0.0,28.16,10.83,1306.19,1985-09-20
2090,43200.02,0.0,448.99,0.0,28.0,11.69,1375.47,1985-09-21
2091,42854.41,0.0,436.16,0.0,28.3,12.53,1442.04,1985-09-22
2092,42854.41,0.9,340.42,0.0,27.12,15.99,1799.06,1985-09-23
2093,42854.41,8.23,236.63,0.0,22.5,12.97,1484.89,1985-09-24
2094,42508.8,0.0,456.51,0.0,23.31,6.23,938.36,1985-09-25
2095,42508.8,24.07,318.03,0.0,25.11,9.53,1202.4,1985-09-26
2096,42163.19,4.5,353.32,0.0,20.44,7.53,1042.32,1985-09-27
2097,42163.19,0.0,427.38,0.0,20.01,4.6,847.73,1985-09-28
2098,42163.19,0.0,431.67,0.0,23.02,6.54,963.41,1985-09-29
2099,41817.6,0.0,364.77,0.0,23.66,10.86,1309.16,1985-09-30
2100,41817.6,44.13,285.18,0.0,22.07,8.56,1124.55,1985-10-01
2101,41766.33,15.71,113.77,0.0,11.79,7.39,1031.22,1985-10-02
2102,41472.0,2.73,188.35,0.0,16.04,9.78,1222.26,1985-10-03
2103,41472.0,0.0,330.49,0.0,20.87,9.81,1224.51,1985-10-04
2104,41126.39,0.0,407.1,0.0,22.9,7.28,1022.74,1985-10-05
2105,41126.39,0.0,415.83,0.0,17.85,1.97,715.62,1985-10-06
2106,41126.39,0.0,409.81,0.0,18.43,2.55,725.63,1985-10-07
2107,40780.8,0.0,398.6,0.0,21.76,5.9,920.72,1985-10-08
2108,40780.8,0.0,360.87,0.0,23.64,9.67,1213.82,1985-10-09
2109,40516.75,0.0,369.47,0.0,26.23,11.07,1325.72,1985-10-10
2110,40435.2,0.0,384.7,0.0,28.16,11.16,1333.16,1985-10-11
2111,40435.2,0.0,376.05,0.0,28.71,11.97,1397.23,1985-10-12
2112,40089.6,0.0,317.68,0.0,27.96,14.86,1697.08,1985-10-13
2113,40089.6,0.0,254.05,0.0,25.85,16.0,1801.59,1985-10-14
2114,40089.6,12.18,170.16,0.0,25.7,16.99,1921.13,1985-10-15
2115,39744.02,5.44,208.59,0.0,24.41,13.93,1593.93,1985-10-16
2116,39744.02,0.0,354.63,0.0,24.54,9.61,1208.65,1985-10-17
2117,39590.04,0.0,278.66,0.0,24.31,13.54,1561.11,1985-10-18
2118,39398.4,0.0,261.63,0.0,25.85,15.72,1777.9,1985-10-19
2119,39398.4,0.0,311.72,0.0,26.53,13.86,1589.07,1985-10-20
2120,39088.03,20.48,188.0,0.0,25.54,16.0,1800.0,1985-10-21
2121,39052.79,14.33,163.69,0.0,22.06,14.87,1694.04,1985-10-22
2122,39052.79,10.02,92.44,0.0,20.47,16.28,1842.5,1985-10-23
2123,38707.21,12.86,69.99,0.0,19.76,16.72,1896.2,1985-10-24
2124,38707.21,4.26,174.54,0.0,22.34,15.11,1728.84,1985-10-25
2125,38707.21,0.0,317.56,0.0,24.03,11.7,1375.74,1985-10-26
2126,38361.61,0.02,273.21,0.0,22.44,12.57,1445.51,1985-10-27
2127,38361.61,7.21,140.72,0.0,19.69,13.45,1546.66,1985-10-28
2128,38361.61,0.0,211.18,0.0,21.32,14.28,1629.15,1985-10-29
2129,38016.01,0.0,163.32,0.0,18.16,13.02,1493.29,1985-10-30
2130,38016.01,8.89,108.3,0.0,17.65,13.24,1519.37,1985-10-31
2131,38016.01,15.38,112.95,0.0,17.88,13.19,1511.86,1985-11-01
2132,37670.43,2.84,147.96,0.0,16.46,10.93,1314.29,1985-11-02
2133,37670.43,4.78,119.5,0.0,13.26,8.6,1127.9,1985-11-03
2134,37670.43,4.51,164.7,0.0,11.29,4.94,870.09,1985-11-04
2135,37360.05,0.0,275.71,0.0,10.6,2.07,709.42,1985-11-05
2136,37324.81,0.0,354.54,0.0,14.93,1.05,649.84,1985-11-06
2137,37324.81,1.38,324.34,0.0,16.99,2.44,721.81,1985-11-07
2138,37170.83,0.0,366.19,0.0,13.64,-2.15,520.1,1985-11-08
2139,36979.21,0.0,366.21,0.0,17.46,0.31,623.98,1985-11-09
2140,36979.21,0.0,334.55,0.0,20.17,6.39,951.23,1985-11-10
2141,36963.17,0.0,329.83,0.0,23.2,9.07,1165.54,1985-11-11
2142,36642.45,0.0,301.81,0.0,24.76,12.59,1447.32,1985-11-12
2143,36633.61,0.0,289.85,0.0,24.54,13.08,1492.85,1985-11-13
2144,36633.61,0.0,281.56,0.0,22.71,11.89,1390.95,1985-11-14
2145,36530.71,0.0,271.84,0.0,23.24,12.81,1464.78,1985-11-15
2146,36287.99,1.96,236.29,0.0,22.12,12.98,1480.67,1985-11-16
2147,36287.99,8.71,209.24,0.0,20.84,10.72,1297.24,1985-11-17
2148,36287.99,0.0,283.55,0.0,22.95,11.61,1369.17,1985-11-18
2149,36185.11,0.0,255.22,0.0,24.47,14.63,1660.99,1985-11-19
2150,35951.24,0.06,293.23,0.0,22.03,9.85,1227.64,1985-11-20
2151,35942.39,0.0,212.92,0.0,12.64,5.63,914.57,1985-11-21
2152,35942.39,6.13,180.0,0.0,13.98,5.66,914.92,1985-11-22
2153,35926.37,0.0,315.52,0.0,14.86,0.62,639.83,1985-11-23
2154,35678.33,0.0,300.33,0.0,18.71,5.16,892.68,1985-11-24
2155,35596.79,1.26,207.72,0.0,17.7,9.65,1212.15,1985-11-25
2156,35596.79,0.0,181.05,0.0,19.81,13.16,1507.86,1985-11-26
2157,35596.79,13.04,108.59,0.0,21.38,16.01,1806.93,1985-11-27
2158,35580.74,19.44,130.47,0.0,21.85,15.26,1740.69,1985-11-28
2159,35442.83,10.07,156.95,0.0,16.98,9.1,1167.86,1985-11-29
2160,35260.01,0.31,161.79,0.0,17.03,10.99,1318.87,1985-11-30
2161,35251.17,1.07,233.53,0.0,19.18,9.18,1174.62,1985-12-01
2162,35251.17,13.06,247.6,0.0,13.75,-4.42,443.27,1985-12-02
2163,35251.17,0.0,236.42,0.0,1.43,-7.7,340.03,1985-12-03
2164,35251.17,0.0,260.76,0.0,5.52,-5.37,414.05,1985-12-04
2165,35148.29,1.58,189.13,0.0,8.22,0.58,632.18,1985-12-05
2166,35040.67,0.87,249.05,0.0,7.55,-2.69,502.2,1985-12-06
2167,34940.83,0.0,277.49,0.0,7.09,-5.14,428.45,1985-12-07
2168,34905.59,0.0,286.94,0.0,11.24,-2.22,520.48,1985-12-08
2169,34905.59,0.0,283.49,0.0,15.21,1.67,693.29,1985-12-09
2170,34905.59,0.0,288.08,0.0,18.28,3.53,799.89,1985-12-10
2171,34905.59,0.21,240.65,0.0,18.2,7.57,1045.85,1985-12-11
2172,34905.59,10.85,182.03,0.0,17.02,6.44,964.96,1985-12-12
2173,34905.59,17.14,129.35,0.0,9.62,3.22,774.6,1985-12-13
2174,34905.59,0.09,303.48,0.0,4.41,-10.99,263.97,1985-12-14
2175,34889.55,0.0,268.42,0.0,-0.28,-11.53,241.98,1985-12-15
